entid,ALTDATE,ALTTIME
920032299,2010-01-22,
920032299,2008-10-30,
920032299,2014-02-17,
920032299,2011-04-18,
920032299,2012-05-04,
920032299,2008-11-30,
920032299,2016-03-28,
920032299,2019-07-22,
920032299,2019-05-22,
920032299,2019-03-22,
920032299,2013-11-19,
464483653,2002-01-05,3.0
464483653,2005-08-08,5.0
464483653,2011-03-10,
464483653,2008-07-24,7.0
464483653,2016-05-26,
464483653,2014-12-25,9.0
464483653,2016-11-26,10.0
464483653,2014-08-25,9.0
464483653,2013-09-10,
464483653,2001-10-06,2.0
464483653,2011-01-10,
464483653,2013-12-10,
464483653,2010-07-12,
464483653,2010-02-12,
464483653,2005-04-08,5.0
464483653,2000-08-01,1.0
464483653,2013-09-10,
464483653,2013-04-10,
464483653,2007-09-30,6.0
464483653,2008-11-24,7.0
464483653,2010-07-12,
464483653,2007-04-30,6.0
464483653,2011-11-10,
464483653,2010-09-12,
464483653,2011-06-10,
464483653,2016-03-26,10.0
464483653,2010-12-12,
464483653,2013-11-20,
464483653,2014-01-25,9.0
464483653,2004-01-17,4.0
464483653,2010-04-12,
464483653,2004-03-17,4.0
464483653,2016-04-26,
464483653,2009-11-22,8.0
464483653,2004-12-17,4.0
464483653,2010-07-12,
464483653,2016-04-26,
464483653,2008-12-24,7.0
464483653,2018-05-25,
464483653,2018-10-25,
464483653,2018-07-25,
464483653,2018-04-25,
464483653,2013-12-10,
464483653,2010-12-12,
464483653,2013-03-20,
464483653,2016-01-26,
464483653,2016-12-26,
464483653,2004-01-17,
1152140024,2015-04-15,
1152140024,2015-08-15,2.0
1152140024,2016-09-22,
1152140024,2016-11-22,3.0
1152140024,2015-08-15,
1152140024,2016-06-22,3.0
1152140024,2016-09-22,3.0
1152140024,2014-01-14,1.0
1152140024,2016-02-22,
1152140024,2016-03-22,
1152140024,2015-11-15,
1152140024,2016-06-22,
1152140024,2014-06-14,1.0
1152140024,2015-04-15,
1152140024,2016-01-22,
1152140024,2016-12-22,
572337367,2015-01-16,
572337367,2016-08-20,
572337367,2017-01-11,
572337367,2010-12-02,
572337367,2006-04-14,
572337367,2016-05-20,
572337367,2017-12-11,
572337367,2017-06-11,
572337367,2003-05-01,
572337367,2016-08-20,
572337367,2010-12-03,
572337367,2003-05-01,
572337367,2003-01-01,
572337367,2015-03-16,
572337367,2016-02-20,
572337367,2015-05-16,
572337367,2016-11-20,
778418652,2016-06-30,2.0
778418652,2017-07-18,
778418652,2013-11-29,
778418652,2016-06-30,2.0
778418652,2016-10-30,
778418652,2013-05-29,
778418652,2016-06-30,2.0
778418652,2016-02-29,2.0
778418652,2013-09-29,
778418652,2016-03-30,
778418652,2016-03-30,2.0
778418652,2013-01-29,
778418652,2016-06-30,
778418652,2016-03-30,
636213230,2017-08-13,
636213230,2017-01-13,
636213230,2017-04-13,
281493524,2016-03-10,4.0
281493524,2007-09-13,1.0
281493524,2014-06-20,2.0
281493524,2007-10-13,1.0
281493524,2016-02-10,4.0
281493524,2016-01-29,3.0
281493524,2016-07-29,
281493524,2014-02-20,2.0
281493524,2016-02-10,
735665883,2016-05-19,
735665883,2016-11-19,
735665883,2014-07-12,
735665883,2014-02-13,
735665883,2014-12-09,
735665883,2014-12-09,
735665883,2015-10-18,
735665883,2016-09-19,
735665883,2016-01-19,
735665883,2016-02-19,
735665883,2018-05-12,
735665883,2018-10-12,
735665883,2019-11-27,
718850017,2017-11-12,
718850017,2017-10-12,
718850017,2017-04-12,
718850017,2017-07-12,
718850017,2017-07-12,
718850017,2017-03-12,
718850017,2018-05-26,
718850017,2018-06-26,
718850017,2018-10-26,
718850017,2018-10-26,
718850017,2018-07-26,
718850017,2018-02-26,
718850017,2017-08-12,
965264347,2016-09-29,1.0
965264347,2016-03-29,1.0
965264347,2016-02-29,1.0
965264347,2016-06-29,
965264347,2016-02-29,1.0
1104609129,2007-07-27,2.0
1104609129,2007-03-27,2.0
1104609129,2016-08-17,
1104609129,2007-12-27,
1104609129,2015-11-01,5.0
1104609129,2016-12-17,6.0
1104609129,2012-09-20,
1104609129,2015-09-27,4.0
1104609129,2016-05-17,6.0
1104609129,2016-08-17,6.0
1104609129,2007-09-27,2.0
1104609129,2008-01-24,3.0
1104609129,2012-07-20,
1104609129,2006-09-04,1.0
1104609129,2006-12-04,1.0
1104609129,2008-08-24,
1104609129,2012-06-20,
1104609129,2015-02-27,
504391981,2016-03-12,1.0
504391981,2016-03-12,
504391981,2019-11-30,
504391981,2019-09-30,
1221487709,2014-09-07,4.0
1221487709,2014-12-07,
1221487709,2010-06-09,
1221487709,2007-10-06,
1221487709,2016-01-21,6.0
1221487709,2014-06-03,
1221487709,2011-10-04,
1221487709,2016-12-21,
1221487709,2014-01-03,
1221487709,2016-01-21,6.0
1221487709,2008-01-08,3.0
1221487709,2004-09-13,1.0
1221487709,2011-07-04,
1221487709,2011-09-04,
1221487709,2016-06-21,
1221487709,2016-04-21,6.0
1221487709,2016-03-21,6.0
1221487709,2008-08-08,3.0
1221487709,2007-02-06,2.0
1221487709,2010-04-09,
1221487709,2011-02-04,
1221487709,2016-10-21,
1221487709,2008-03-08,3.0
1221487709,2010-09-09,
1221487709,2014-05-07,4.0
1221487709,2016-01-21,6.0
1221487709,2008-03-08,3.0
1221487709,2019-09-13,
1221487709,2019-03-13,
1221487709,2016-12-21,
1221487709,2019-04-13,
1221487709,2019-10-13,
1221487709,2016-03-21,
1221487709,2010-09-09,
1221487709,2019-02-13,
1221487709,2014-11-07,
491068819,2014-06-29,6.0
491068819,2008-05-08,4.0
491068819,2013-11-16,
491068819,2012-10-31,5.0
491068819,2008-02-09,3.0
491068819,2005-05-11,1.0
491068819,2006-05-31,2.0
491068819,2005-04-11,
491068819,2013-04-16,
491068819,2017-05-13,
491068819,2008-07-09,
491068819,2017-11-13,
491068819,2017-02-13,
491068819,2014-08-29,
491068819,2013-03-16,
491068819,2013-10-16,
609942716,2011-03-30,
609942716,2017-04-07,
609942716,2016-07-24,9.0
609942716,2016-11-24,
609942716,1994-11-27,2.0
609942716,2017-02-07,
609942716,2011-06-30,
609942716,2011-05-30,
609942716,2011-05-30,
609942716,2011-04-30,
609942716,2015-08-19,
609942716,1998-06-06,3.0
609942716,1998-04-06,3.0
609942716,2015-10-19,8.0
609942716,2000-01-15,4.0
609942716,2011-01-30,
609942716,2007-07-25,7.0
609942716,2000-11-15,4.0
609942716,1992-01-30,1.0
609942716,2017-06-07,
609942716,2011-08-30,
609942716,2017-05-07,
609942716,2017-02-07,
609942716,2011-07-30,
609942716,2011-02-28,
609942716,2005-12-18,5.0
609942716,2015-12-19,8.0
609942716,2011-03-30,
609942716,1994-07-27,2.0
609942716,2011-06-30,
609942716,2006-03-16,6.0
609942716,2011-01-30,
609942716,2007-11-25,7.0
609942716,1994-01-27,
609942716,2000-01-15,
609942716,2017-08-07,
609942716,2011-07-30,
609942716,2011-06-30,
609942716,2011-12-30,
609942716,2011-01-30,
609942716,2011-04-30,
609942716,2011-11-30,
609942716,2006-10-16,
609942716,2016-10-24,
609942716,2000-09-15,
609942716,2007-07-25,
609942716,2011-12-30,
609942716,2011-04-30,
609942716,2011-07-30,
609942716,1998-01-06,
609942716,2016-02-24,
609942716,2011-01-30,
609942716,2005-12-18,
609942716,1992-11-30,
609942716,1994-12-27,
609942716,2007-09-25,
609942716,2011-09-30,
609942716,2011-01-30,
609942716,1998-05-06,
924994030,2014-08-04,4.0
924994030,2016-09-05,
924994030,2016-05-05,
924994030,2013-08-25,2.0
924994030,2016-12-05,5.0
924994030,2016-05-05,
924994030,2016-02-05,
924994030,2011-04-30,1.0
924994030,2014-04-14,3.0
924994030,2014-04-04,
924994030,2016-05-05,5.0
924994030,2016-06-05,
924994030,2016-12-05,
332870200,2015-12-03,
332870200,2015-10-03,2.0
332870200,2014-03-20,1.0
332870200,2019-04-18,
332870200,2015-10-03,
332870200,2019-03-18,
332870200,2015-01-03,
1199181188,2017-06-24,
1199181188,2016-07-11,6.0
1199181188,2016-04-11,6.0
1199181188,2014-07-27,
1199181188,2016-11-11,
1199181188,2016-12-11,
1199181188,2009-11-27,2.0
1199181188,2016-05-11,
1199181188,2006-08-27,
1199181188,2009-08-27,
1199181188,2011-12-11,
1199181188,2011-08-11,4.0
1199181188,2017-02-24,
1199181188,2009-04-27,
1199181188,2016-11-11,
1061944681,2016-05-13,2.0
1061944681,2016-09-13,
1061944681,2016-07-13,2.0
1061944681,2016-12-13,
1061944681,2016-08-13,2.0
1061944681,2014-06-30,1.0
1061944681,2016-01-13,2.0
1061944681,2018-03-16,
1061944681,2018-10-16,
1061944681,2018-09-16,
1061944681,2018-04-16,
1061944681,2018-05-16,
1061944681,2018-12-16,
1061944681,2018-03-16,
1061944681,2018-01-16,
1061944681,2019-05-10,
1061944681,2020-11-08,
1061944681,2020-05-08,
1067457843,2015-05-07,
1067457843,2015-08-07,1.0
1067457843,2015-09-07,
1067457843,2017-08-06,
1067457843,2017-09-06,
1067457843,2018-10-05,
1067457843,2018-09-05,
1067457843,2018-09-05,
1067457843,2015-09-07,
1067457843,2017-01-06,
521775184,2016-10-26,2.0
521775184,2016-05-27,
521775184,2016-07-26,2.0
521775184,2016-01-27,
521775184,2016-05-26,
521775184,2012-10-23,1.0
521775184,2016-06-26,2.0
521775184,2012-07-23,1.0
521775184,2016-05-26,
521775184,2012-07-23,1.0
521775184,2019-08-11,
521775184,2019-09-12,
521775184,2012-07-23,
521775184,2016-04-26,
971979679,2006-06-13,2.0
971979679,2015-03-28,
971979679,2014-04-10,5.0
971979679,2009-02-12,4.0
971979679,2009-02-10,3.0
971979679,2005-05-15,1.0
971979679,2005-07-15,1.0
971979679,2005-02-15,1.0
971979679,2014-02-10,5.0
971979679,2009-08-10,
971979679,2005-06-15,
971979679,2014-03-10,
545879326,2015-11-10,
545879326,2013-10-09,3.0
545879326,2013-09-04,4.0
545879326,2013-06-09,3.0
545879326,2017-04-05,
545879326,2013-11-09,3.0
545879326,2010-07-09,2.0
545879326,2017-04-05,
545879326,2017-05-05,
545879326,2017-03-05,
545879326,2013-10-04,4.0
545879326,2006-06-25,1.0
545879326,2017-11-05,0.0
1198305601,2007-01-26,3.0
1198305601,2006-08-16,1.0
1198305601,2011-05-04,
1198305601,2013-11-19,
1198305601,2016-10-20,5.0
1198305601,2006-03-31,2.0
1198305601,2016-11-20,5.0
1198305601,2013-06-19,
1198305601,2016-12-20,
1198305601,2006-07-31,
1198305601,2016-06-20,5.0
1198305601,2014-05-12,4.0
1198305601,2011-08-04,
1198305601,2011-09-04,
1198305601,2007-11-26,3.0
1198305601,2016-06-20,
1198305601,2006-08-31,
1198305601,2011-01-04,
1198305601,2007-09-26,
1198305601,2016-09-20,
1198305601,2013-03-19,
1198305601,2011-12-04,
1198305601,2013-05-19,
1198305601,2011-09-04,
1198305601,2006-03-16,
88140134,2017-10-14,
88140134,2017-09-14,
88140134,2017-10-14,
88140134,2017-01-14,
88140134,2017-02-14,
892196320,2016-09-08,1.0
892196320,2016-06-08,
892196320,2016-02-08,
892196320,2016-10-08,1.0
892196320,2016-02-08,1.0
892196320,2018-11-19,
892196320,2018-01-19,
892196320,2018-06-19,
892196320,2018-04-19,
892196320,2018-05-03,
892196320,2018-02-03,
892196320,2018-05-03,
892196320,2018-02-03,
892196320,2018-09-19,
892196320,2016-04-08,
892196320,2016-01-08,
1134607355,2015-02-27,1.0
1134607355,2017-07-09,
1134607355,2015-11-27,
1134607355,2017-10-09,
1134607355,2015-04-27,
1134607355,2015-02-27,
1134607355,2017-12-09,
1134607355,2015-03-27,1.0
1134607355,2015-05-27,
1134607355,2015-01-27,
1134607355,2015-12-27,1.0
1134607355,2015-10-27,
1134607355,2015-04-27,
1134607355,2017-05-09,
1134607355,2017-05-09,
1134607355,2017-06-09,
941489019,2017-09-05,
941489019,2017-01-05,
941489019,2017-09-05,
941489019,2017-07-18,
941489019,2017-04-05,
941489019,2017-12-05,
941489019,2017-05-05,
537029244,2014-08-26,1.0
537029244,2013-02-03,
537029244,2014-01-20,
537029244,2013-04-03,
537029244,2014-07-20,
537029244,2013-12-03,
537029244,2012-10-04,
537029244,2014-04-20,
537029244,2013-03-03,
537029244,2014-01-26,1.0
537029244,2014-03-26,
537029244,2015-07-27,2.0
537029244,2015-08-27,2.0
537029244,2015-08-27,
58587876,2016-05-21,2.0
58587876,2015-09-03,1.0
58587876,2015-12-03,1.0
58587876,2015-11-03,1.0
58587876,2016-06-21,
58587876,2015-01-03,
58587876,2016-09-21,
58587876,2016-09-21,
58587876,2015-09-03,
58587876,2016-02-21,
334578515,2011-02-10,
334578515,2011-10-10,
334578515,2015-10-21,
334578515,2014-08-12,
334578515,2008-02-22,
334578515,2008-08-22,
334578515,2017-08-17,
334578515,2015-11-21,
334578515,2015-11-21,
334578515,2011-07-10,
334578515,2011-10-10,
334578515,2011-12-10,
334578515,2015-05-21,
334578515,2005-06-26,
334578515,2005-09-26,
334578515,2007-01-26,
334578515,2007-07-26,
334578515,2018-10-10,0.0
334578515,2018-02-10,0.0
334578515,2018-01-10,0.0
334578515,2018-04-10,
334578515,2019-03-08,
334578515,2019-08-08,
334578515,2015-10-21,
334578515,2014-05-12,
334578515,2019-05-08,
334578515,2019-12-08,
334578515,2019-10-25,
334578515,2019-06-25,
334578515,2018-06-10,0.0
334578515,2018-04-10,0.0
334578515,2018-07-10,0.0
1041350711,2017-08-23,
1041350711,2017-08-23,
1041350711,2017-09-23,
1041350711,2017-02-03,
1041350711,2017-07-03,
1041350711,2016-01-24,
1041350711,2017-11-23,
1041350711,2017-11-23,
1041350711,2016-07-24,
1041350711,2017-05-03,
1041350711,2017-01-03,
1041350711,2017-06-23,
1041350711,2016-01-24,
1041350711,2016-10-24,
1041350711,2017-06-03,
1041350711,2016-07-24,
1041350711,2016-02-24,
1041350711,2017-11-03,
1041350711,2017-11-23,
1041350711,2017-09-03,
1041350711,2017-04-23,0.0
1041350711,2017-07-23,0.0
1041350711,2016-03-24,0.0
1041350711,2016-07-24,0.0
51807339,2017-11-27,
51807339,2016-01-07,
51807339,2017-05-27,
51807339,2016-12-07,
51807339,2016-02-07,
51807339,2017-06-27,
51807339,2017-12-27,
51807339,2016-01-07,
774067530,2017-09-23,
774067530,2014-01-10,
774067530,2014-06-10,
774067530,2017-11-23,
774067530,2017-08-23,
774067530,2014-04-10,
774067530,2017-04-23,
774067530,2017-02-23,
774067530,2014-12-10,
774067530,2014-01-10,
774067530,2017-03-23,
774067530,2014-12-10,
774067530,2017-10-23,
774067530,2014-10-10,
774067530,2017-05-23,
774067530,2017-12-23,
1214149540,2014-01-27,1.0
1214149540,2015-11-10,
1214149540,2015-05-10,2.0
1214149540,2015-05-10,
1214149540,2016-11-08,3.0
1214149540,2015-12-10,
1214149540,2016-05-08,
1214149540,2016-09-08,
1214149540,2016-04-08,
38289122,2017-11-17,
38289122,2017-06-17,
38289122,2017-05-17,
38289122,2017-09-01,
38289122,2017-05-17,
38289122,2017-07-17,
38289122,2017-05-01,
576120647,2016-12-26,
576120647,2016-08-26,
576120647,2018-11-29,
576120647,2018-08-29,
1085187269,2016-06-28,
1085187269,2016-11-19,
1085187269,2016-12-19,3.0
1085187269,2016-06-28,1.0
1085187269,2016-10-16,
1085187269,2016-03-19,
1085187269,2016-01-19,
1016936920,2008-01-28,
1016936920,2016-06-23,
1016936920,2006-01-07,
1016936920,2008-11-28,
1016936920,2016-10-23,
1016936920,2008-08-28,
1016936920,2008-05-28,
1016936920,2006-08-07,
1016936920,2016-03-23,
1016936920,2010-04-18,
1016936920,2007-06-25,
1016936920,2016-07-23,
1016936920,2006-12-07,
1016936920,2006-02-07,
1016936920,2010-07-18,
1016936920,2008-06-28,
1016936920,2019-03-19,
1016936920,2018-01-17,
1016936920,2018-12-17,
21741580,2016-01-22,
21741580,2016-06-22,
21741580,2016-11-22,
21741580,2016-05-22,
21741580,2017-07-06,
21741580,2016-08-22,
21741580,2017-01-06,
21741580,2016-07-22,
21741580,2016-07-22,0.0
11458538,2019-05-19,
355812891,2016-05-18,
355812891,2016-09-18,
355812891,2016-10-18,
355812891,2016-03-18,
355812891,2016-10-18,
355812891,2016-08-18,
355812891,2018-02-27,
355812891,2018-02-27,
355812891,2018-07-27,
355812891,2018-09-27,
355812891,2016-05-18,
355812891,2016-09-18,
355812891,2019-04-23,
1044819097,2015-08-03,1.0
1044819097,2015-07-03,
1044819097,2015-07-03,1.0
1044819097,2015-11-03,
863407954,2018-12-30,
863407954,2018-04-30,
863407954,2018-12-30,
863407954,2018-12-30,
863407954,2018-09-30,
863407954,2018-10-30,
725011215,2017-03-16,
725011215,2017-08-16,
725011215,2013-08-23,
725011215,2017-07-16,
725011215,2014-02-09,1.0
725011215,2017-12-16,
725011215,2014-02-09,1.0
725011215,2017-07-16,
725011215,2017-02-16,
725011215,2017-12-16,
725011215,2013-05-23,
725011215,2017-10-16,
725011215,2013-05-23,
725011215,2014-05-09,1.0
725011215,2017-09-16,
725011215,2017-10-16,
725011215,2017-02-16,
725011215,2014-04-09,
725011215,2013-01-23,
725011215,2017-10-16,
1102477863,2006-10-27,
1102477863,2012-06-16,
1102477863,2016-07-11,
1102477863,2016-03-11,
1102477863,2016-02-29,
1102477863,2016-02-11,
1102477863,2012-04-12,
1102477863,2016-03-31,
1102477863,2016-02-11,
1102477863,2016-12-31,
1102477863,2009-01-19,
1102477863,2016-03-31,
1102477863,2014-11-07,
1102477863,2015-10-09,
1102477863,2008-03-13,
1102477863,2016-09-30,
1102477863,2014-06-07,
1102477863,2016-09-11,
1102477863,2008-09-13,
1102477863,2016-07-31,
1102477863,2012-06-12,
1102477863,2016-02-29,
1102477863,2012-03-16,
1102477863,2014-02-07,
1102477863,2016-03-31,
1102477863,2014-03-18,
1102477863,2016-11-30,
1102477863,2014-01-07,
1102477863,2014-04-07,
1102477863,2009-09-19,
1102477863,2008-11-13,
1102477863,2012-09-16,
1102477863,2016-06-11,
1102477863,2012-12-16,
1102477863,2012-12-12,
1102477863,2012-01-12,
1102477863,2008-01-13,
1102477863,2014-06-07,
1102477863,2014-11-18,
244109971,2011-08-13,1.0
244109971,2016-10-06,3.0
244109971,2016-04-06,
244109971,2013-01-19,2.0
244109971,2011-09-13,
244109971,2013-11-19,
244109971,2016-02-06,
295828313,2018-06-09,
295828313,2018-05-09,
295828313,2018-11-30,
295828313,2018-07-30,
295828313,2018-03-30,
803198037,2017-02-16,
803198037,2017-07-16,
803198037,2017-04-16,
803198037,2017-10-16,
803198037,2017-01-16,0.0
803198037,2017-07-16,0.0
325193173,2019-03-01,
325193173,2019-05-01,
325193173,2019-01-01,
402014207,2013-04-22,
402014207,2016-10-24,
402014207,2016-02-24,
402014207,2016-11-24,
402014207,2018-01-17,
402014207,2018-10-17,
402014207,2016-05-24,
866530984,2016-08-09,
866530984,2009-11-20,3.0
866530984,2016-10-09,
866530984,2016-05-09,6.0
866530984,2016-11-09,
866530984,2016-12-09,6.0
866530984,2009-07-26,1.0
866530984,2016-10-09,
866530984,2013-02-25,5.0
866530984,2016-09-09,6.0
866530984,2013-07-25,5.0
866530984,2016-10-09,6.0
866530984,2016-03-09,
866530984,2009-04-26,1.0
866530984,2010-08-28,4.0
866530984,2009-02-02,2.0
866530984,2016-10-09,6.0
866530984,2020-04-11,
866530984,2016-02-09,
866530984,2013-02-25,
866530984,2020-03-11,
866530984,2020-12-11,
866530984,2020-07-11,
866530984,2009-06-02,
866530984,2009-12-26,
866530984,2009-06-20,
866530984,2020-03-11,
866530984,2016-12-09,
866530984,2010-02-28,
866530984,2013-01-25,
866530984,2020-10-11,
866530984,2020-03-11,
866530984,2020-03-11,
866530984,2013-08-25,
866530984,2009-02-26,
866530984,2020-11-11,
866530984,2020-01-11,
866530984,2020-08-11,
866530984,2020-12-11,
548859650,2017-03-12,
548859650,2017-04-12,
548859650,2017-12-12,
548859650,2017-03-12,
548859650,2017-10-12,
548859650,2017-05-12,
940424750,2016-02-04,
940424750,2016-09-04,
940424750,2016-06-04,
940424750,2016-08-04,
940424750,2016-09-04,
940424750,2016-09-04,
940424750,2016-02-04,0.0
940424750,2016-01-04,0.0
1012644602,2017-04-20,
1012644602,2018-05-08,
1012644602,2018-06-08,
1012644602,2018-09-08,
1012644602,2018-09-08,
1012644602,2018-04-08,
1012644602,2018-11-30,
1012644602,2018-02-28,
1012644602,2018-06-27,
1012644602,2018-12-27,
1012644602,2018-09-08,
1012644602,2018-11-27,
1012644602,2017-02-20,
1012644602,2018-12-27,
1012644602,2018-03-08,
486516933,2017-06-13,
486516933,2017-05-13,
486516933,2017-12-13,
486516933,2017-11-13,
486516933,2017-12-13,
486516933,2017-11-13,
486516933,2017-05-13,
486516933,2018-07-08,
486516933,2018-08-08,
4007212,2015-05-14,
4007212,2017-02-26,
4007212,2017-03-26,
4007212,2017-11-26,
4007212,2017-05-26,
4007212,2014-06-30,1.0
4007212,2017-11-26,
4007212,2017-02-26,
717324525,2012-10-13,3.0
717324525,2008-03-06,1.0
717324525,2011-06-16,2.0
717324525,2014-06-26,4.0
717324525,2014-02-26,4.0
717324525,2018-04-15,
717324525,2018-07-15,
717324525,2018-08-15,
876662230,2009-03-29,3.0
876662230,2009-02-28,3.0
876662230,2012-09-05,4.0
876662230,2002-03-02,1.0
876662230,2008-06-15,1.0
876662230,2009-02-28,3.0
876662230,2009-09-29,3.0
876662230,2009-07-29,3.0
876662230,2014-06-22,
876662230,2012-08-05,4.0
876662230,2009-02-16,2.0
876662230,2014-09-22,5.0
876662230,2009-06-29,3.0
876662230,2009-08-29,3.0
876662230,2017-02-27,
876662230,2017-04-27,
876662230,2017-07-27,
876662230,2017-06-27,
876662230,2017-05-27,
876662230,2017-05-27,
876662230,2009-05-29,
652279835,2011-09-17,
652279835,2015-05-10,
652279835,2016-06-08,
652279835,2012-04-26,
652279835,2016-01-08,2.0
652279835,2012-10-26,
652279835,2016-11-08,
652279835,2016-01-08,
652279835,2012-04-26,
652279835,2015-11-10,1.0
652279835,2012-08-26,
652279835,2015-02-10,1.0
652279835,2018-08-15,
652279835,2018-06-15,
652279835,2016-05-08,
652279835,2015-03-10,
652279835,2012-06-26,
652279835,2016-02-08,
652279835,2012-01-26,
652279835,2019-11-25,
652279835,2019-09-25,
652279835,2019-08-25,
652279835,2020-12-04,
471308484,2016-06-24,
471308484,2014-06-01,
471308484,2007-02-27,
471308484,2014-10-01,5.0
471308484,2005-02-22,2.0
471308484,2017-02-20,
471308484,2014-12-01,5.0
471308484,2004-04-22,
471308484,2004-04-22,
471308484,2012-04-14,
471308484,2007-02-27,
471308484,2007-09-22,
471308484,2017-08-20,
471308484,2016-01-24,
471308484,2004-05-22,1.0
471308484,2017-10-22,
471308484,2004-11-22,1.0
471308484,2005-06-22,
471308484,2017-07-20,
471308484,2017-03-20,
471308484,2017-02-20,
471308484,2017-08-20,
471308484,2012-07-14,
471308484,2017-05-20,
471308484,2017-11-20,
471308484,2016-06-24,
471308484,2016-07-24,
471308484,2016-07-24,6.0
471308484,2017-10-26,
471308484,2017-10-26,
471308484,2017-11-26,
471308484,2018-11-13,
471308484,2018-04-13,
471308484,2016-04-24,
471308484,2014-04-01,
471308484,2007-10-27,
471308484,2017-05-20,
471308484,2012-09-14,
1002894381,2015-09-01,
1002894381,2011-11-24,
1002894381,2015-11-01,1.0
1002894381,2017-11-19,
1002894381,2017-04-19,
1002894381,2015-11-01,1.0
1172756710,2013-12-28,
1172756710,2016-04-09,
1172756710,2016-04-12,4.0
1172756710,2016-04-12,4.0
1172756710,2016-12-12,
1172756710,2014-05-20,
1172756710,2016-10-12,4.0
1172756710,2016-02-09,
1172756710,2016-08-09,
1172756710,2017-01-22,
1172756710,2012-05-03,
1172756710,2016-06-12,
1172756710,2016-08-12,
1172756710,2016-05-12,
1172756710,2016-03-09,
1172756710,2013-07-28,
1172756710,2013-04-28,
1172756710,2012-02-03,
1172756710,2012-11-03,1.0
1172756710,2017-09-22,
1172756710,2016-09-09,
1172756710,2019-05-19,
1172756710,2019-02-19,
1172756710,2019-09-19,
1172756710,2019-10-03,
1172756710,2019-12-19,
1172756710,2019-03-03,
1172756710,2019-10-19,
1172756710,2019-11-03,
1189191864,2015-07-29,
1189191864,2016-08-11,2.0
1189191864,2015-08-29,
1189191864,2016-02-11,2.0
1189191864,2016-03-11,
1189191864,2015-11-29,1.0
1189191864,2015-04-29,
1189191864,2016-10-11,
1189191864,2019-01-07,
1189191864,2019-04-07,
1189191864,2019-10-07,
1189191864,2019-08-24,
1189191864,2019-09-24,
394879016,2016-12-13,4.0
394879016,2010-01-26,1.0
394879016,2015-01-17,
394879016,2016-11-13,4.0
394879016,2016-05-13,
394879016,2010-02-26,1.0
394879016,2015-04-17,
394879016,2016-10-13,
394879016,2016-06-13,4.0
394879016,2016-02-13,
394879016,2010-03-26,1.0
394879016,2010-07-26,1.0
394879016,2015-10-05,2.0
394879016,2016-05-13,
394879016,2016-02-13,
394879016,2016-08-13,4.0
887286152,2015-06-17,
887286152,2011-02-13,
887286152,2017-02-03,
887286152,2011-10-13,
887286152,2013-06-25,
887286152,2017-04-03,
887286152,2011-05-13,
887286152,2017-01-03,
887286152,2013-10-25,
887286152,2017-10-03,
887286152,2017-06-21,
887286152,2017-11-21,
887286152,2013-07-15,
887286152,2017-04-03,
887286152,2017-04-21,
887286152,2017-06-21,
887286152,2017-04-03,
887286152,2017-02-21,
887286152,2017-03-21,
887286152,2013-01-15,
887286152,2017-05-21,
887286152,2007-06-20,
887286152,2017-06-03,
887286152,2017-06-21,
887286152,2017-04-21,
887286152,2013-02-15,
887286152,2017-06-21,
887286152,2017-11-03,
887286152,2017-02-03,
863726032,2016-02-22,3.0
863726032,2015-07-20,2.0
863726032,2016-07-22,3.0
863726032,2013-01-05,1.0
863726032,2016-07-22,
863726032,2016-12-22,
863726032,2016-03-22,3.0
807853643,2018-02-11,0.0
807853643,2018-06-11,0.0
807853643,2018-10-11,0.0
807853643,2018-05-11,0.0
89015249,2017-04-09,
89015249,2017-05-09,
89015249,2014-07-04,
89015249,2017-07-09,
89015249,2017-05-09,
89015249,2017-12-09,
89015249,2017-03-09,
89015249,2017-08-09,
89015249,2017-09-09,
89015249,2017-06-09,
89015249,2017-10-09,
89015249,2017-07-09,
89015249,2014-05-04,
89015249,2017-09-09,
89015249,2014-11-04,
89015249,2017-06-09,
89015249,2019-07-10,
89015249,2019-04-10,
89015249,2019-06-10,
89015249,2019-02-10,
906417144,2014-09-23,1.0
906417144,2014-03-23,
1076908305,2019-04-29,
1076908305,2019-01-29,
1076908305,2019-09-29,
1076908305,2019-01-29,
948729457,2016-07-30,
948729457,2016-07-30,
948729457,2016-11-30,2.0
948729457,2016-12-30,2.0
948729457,2018-03-25,
948729457,2018-09-25,
948729457,2016-01-30,
948729457,2010-05-18,
948729457,2019-04-12,
948729457,2019-08-12,
694060689,2016-01-12,
694060689,2016-10-12,
694060689,2016-12-12,1.0
694060689,2016-10-12,1.0
694060689,2018-11-09,
694060689,2018-12-09,
694060689,2018-10-09,
694060689,2016-12-12,
694060689,2020-02-27,
694060689,2020-11-27,
692620337,2017-04-26,
692620337,2016-02-09,
692620337,2016-06-09,
692620337,2017-01-18,
692620337,2017-03-18,
692620337,2017-08-18,
692620337,2017-03-18,
692620337,2017-12-18,
692620337,2017-04-26,
692620337,2019-12-18,
692620337,2019-09-19,
692620337,2019-10-19,
692620337,2019-07-19,
692620337,2019-12-17,
692620337,2019-12-18,
692620337,2019-01-18,
692620337,2019-02-18,
692620337,2019-06-18,
692620337,2019-05-19,
692620337,2019-06-07,
957207770,2016-03-19,
957207770,2016-09-19,
957207770,2016-02-19,
957207770,2016-04-19,
957207770,2013-11-15,1.0
957207770,2014-02-12,2.0
957207770,2016-11-19,
