entid,ANCHEYEAR,ANCHEDATE,EMPNUM,WOMEMPNUM,BUSST
879940872,2015,2016/11/7,,,2
945369593,2014,2015/9/28,,,2
973040730,2013,2015/7/23,,,2
705248317,2014,2015/1/3,,,2
1079919373,2014,2015/11/18,,,2
200877260,2015,2016/6/10,,,2
470676106,2013,2014/4/14,,,2
128440111,2014,2015/6/7,,,2
96827232,2015,2016/12/21,,,2
766776854,2015,2016/2/15,,,2
708376202,2015,2016/10/28,,,7
363849295,2015,2016/12/14,20,,2
204002391,2013,2014/1/31,,,2
403761996,2013,2015/3/25,,,2
891264646,2015,2016/5/15,5,,22
968261554,2013,2014/8/18,,,2
1117392881,2015,2016/4/7,,,7
119989522,2015,2016/9/18,,,2
460115309,2014,2015/6/23,10,,2
206702395,2014,2015/4/15,,,2
409242394,2015,2016/12/16,,,2
700804924,2015,2016/6/29,,,5
107148061,2015,2016/10/5,75,,2
759817819,2016,2017/2/20,9,5,2
823848547,2016,2017/7/20,8,5,2
118041891,2016,2017/4/28,11,2,22
68182838,2016,2017/5/20,15,7,2
971775807,2016,2017/5/20,4,1,2
545054487,2016,2017/5/20,31,15,2
1023914083,2016,2017/8/20,8,6,2
1224300556,2016,2017/11/20,12,13,2
802995358,2016,2017/9/20,4,8,2
1206399189,2016,2017/11/20,1,2,29
16005034,2016,2017/3/20,11,10,29
1223652130,2016,2017/10/20,31,16,29
1005563363,2016,2017/8/20,16,11,2
931065998,2016,2017/3/20,9,4,29
476781118,2016,2017/10/20,2,10,29
217624109,2016,2017/2/20,13,4,29
869972366,2016,2017/2/20,0,4,29
394225462,2016,2017/8/20,10,2,2
243132196,2016,2017/10/20,6,7,2
189431245,2016,2017/8/20,3,5,2
1157501354,2016,2017/8/20,8,8,2
563001163,2016,2017/11/20,9,7,2
107148061,2016,2017/9/20,73,44,2
1210334306,2016,2017/7/23,4,10,22
772653206,2016,2017/3/20,33,30,2
829723928,2016,2017/11/20,10,3,2
232291837,2016,2017/1/22,2,6,26
1202391793,2016,2017/11/20,10,7,2
128350084,2016,2017/4/20,5,,2
1159838925,2016,2017/5/20,11,6,2
493861389,2016,2017/12/20,10,,2
88825361,2016,2017/10/20,4,,2
1192379551,2016,2017/9/20,10,3,2
1040244998,2016,2017/8/20,6,,2
52363326,2016,2017/11/20,38,,2
960968880,2016,2017/3/2,2,,22
539249850,2016,2017/9/25,8,,22
775817491,2016,2017/12/9,4,,22
1192503620,2016,2017/4/20,5,,2
46151953,2016,2017/1/20,9,1,2
70562840,2016,2017/7/20,11,3,2
85829175,2016,2017/1/20,5,9,2
1230311107,2016,2017/10/20,10,8,2
491112764,2016,2017/7/20,10,1,2
656706446,2016,2017/2/20,18,8,2
1053403682,2016,2017/10/20,421,175,2
706412995,2016,2017/8/20,10,1,2
204002391,2016,2017/8/20,24,15,2
460115309,2016,2017/9/26,12,11,22
456104927,2016,2017/7/2,11,1,22
1063822992,2016,2017/8/16,2,4,22
1040575021,2016,2017/4/5,204,72,22
50623972,2016,,2,0,24
915341434,2016,2017/5/9,11,8,22
972839167,2017,2018/8/3,7,8,22
1076461993,2016,2017/4/25,7,3,22
382130205,2016,2017/1/24,6,1,22
349136363,2017,2018/7/20,16,10,22
452375518,2016,2017/2/16,11,8,22
257000995,2016,2017/5/8,10,7,22
1018645353,2017,2018/3/22,8,6,22
1079769086,2017,2018/5/22,471,74,22
235368607,2017,2018/5/26,9,10,22
977356036,2017,2018/9/13,32,21,22
852619529,2016,2017/6/29,6,5,22
310834550,2017,2018/2/18,14,6,22
545054487,2017,2018/8/22,31,18,22
496753430,2016,2017/10/21,16,13,22
193749072,2017,2018/10/24,5,6,22
299834469,2017,2018/3/14,45,28,22
385679217,2016,2017/3/19,40,14,22
903297142,2017,2018/3/15,6,3,22
345796164,2017,2018/2/9,2,0,22
402412625,2017,2018/9/7,6,2,22
1053403682,2017,2018/4/4,418,180,22
6979543,2017,2018/7/2,46,8,22
857248202,2017,2018/11/14,8,8,22
394225462,2017,2018/11/28,10,10,22
380978478,2017,2018/12/19,6,5,22
971775807,2017,2018/5/16,6,5,22
569102406,2017,2018/12/3,7,1,22
929507432,2017,2018/6/3,9,6,22
1162605897,2017,2018/8/1,1,2,28
574374501,2017,2018/10/6,2,5,22
574374501,2016,2017/8/22,8,0,22
733738438,2016,2017/1/21,7,9,22
95926854,2016,2017/9/7,12,10,22
483675787,2016,2017/10/6,7,2,22
532146742,2016,2017/12/23,24,,22
113002651,2016,2017/11/30,8,,22
45333868,2017,2018/12/18,26,20,22
549427781,2017,2018/9/28,97,24,22
584464873,2017,2018/5/13,193,52,22
983147621,2017,2018/1/12,3,5,22
206702395,2017,2018/2/18,5,,22
515288488,2016,2017/3/21,25,8,22
1153153760,2016,2017/2/15,300,74,22
1169896909,2016,2017/5/21,5,9,22
1169896909,2017,2018/3/27,9,4,22
146979530,2013,2014/7/28,3,,22
146979530,2017,2018/5/11,10,10,22
983452644,2016,2017/7/3,8,,22
871128341,2017,2018/4/25,7,12,26
8139354,2017,2018/5/7,4,5,22
884473695,2017,2018/4/19,32,10,22
614851993,2016,2017/1/25,6,,22
866537905,2017,2018/8/5,17,6,26
1227739246,2016,2017/6/30,8,3,22
1227739246,2017,2018/3/26,4,7,24
577990491,2017,2018/4/28,4,4,22
594385723,2017,2018/2/19,21,11,22
614125878,2017,2018/5/12,5,4,22
1202598043,2015,2017/3/14,6,,22
585628642,2016,2017/7/11,4,5,24
1184885633,2016,2017/8/21,2,8,22
169011726,2017,2018/12/24,13,5,26
12562085,2016,2017/8/19,14,3,22
472817081,2017,2018/9/7,4,1,22
21851070,2016,2017/1/2,16,6,26
450589959,2016,2018/4/25,8,0,15
64444890,2017,2018/12/24,8,1,22
462837049,2017,2018/4/28,7,9,22
94271564,2016,2017/1/16,6,5,22
94271564,2017,2018/10/8,4,3,22
1101218430,2017,2018/2/19,3,3,16
187982150,2016,2017/12/9,28,9,26
423634465,2017,2018/5/27,3,2,22
1200981047,2016,2017/12/25,13,,22
928913866,2017,2018/9/5,11,9,22
630900887,2017,2018/8/8,6,5,28
393283440,2016,2017/7/12,25,7,22
290511742,2016,2017/11/5,11,6,22
948976350,2017,2018/12/15,24,16,22
304320622,2016,2017/7/28,8,4,22
1194240912,2017,2018/5/4,31,11,22
1028236446,2017,2018/9/19,8,4,22
1202391793,2017,2018/5/21,14,6,26
431503466,2017,2018/5/2,12,7,28
431503466,2015,2017/9/19,9,,28
1012768835,2016,2017/3/26,8,5,24
1012768835,2017,2018/2/26,5,2,24
305843161,2017,2018/10/25,14,4,22
276972327,2017,2018/6/25,6,2,22
459553251,2017,2018/4/9,1,4,22
459553251,2016,2017/11/18,0,4,22
1166245661,2017,2018/2/24,16,5,22
1232844192,2017,2018/6/6,4,6,22
226549489,2017,2018/1/15,6,,22
1219852643,2015,2016/12/16,38,,22
1219852643,2017,2018/2/11,7,6,22
126157276,2016,2017/7/13,2,7,22
907897151,2017,2018/8/26,0,0,22
487421254,2017,2018/3/13,7,7,22
380025775,2016,2017/2/21,8,5,22
1103496954,2016,2017/5/6,2,5,22
272098311,2017,2018/12/22,14,,29
1103828898,2016,2017/6/13,6,1,22
2676966,2017,2018/5/31,17,6,22
1017738397,2017,2018/6/7,9,9,22
700521363,2016,2017/3/23,6,4,22
792925098,2016,2017/6/23,20,9,22
564682959,2017,2018/11/28,3,,22
746211493,2017,2018/2/23,47,15,26
189939987,2017,2018/1/5,3,9,22
1205662175,2016,2017/7/24,7,0,22
363480427,2017,2018/4/29,6,4,22
118285712,2017,2018/9/21,0,4,15
648842203,2017,2018/7/2,9,5,22
67838065,2017,2018/9/23,7,2,22
219126679,2017,2018/5/8,9,5,22
126156145,2017,2018/12/4,6,4,22
1049130024,2017,2018/7/18,11,8,22
91924858,2016,2017/3/2,12,2,22
940335302,2017,2018/2/28,10,6,22
1064108542,2017,2018/2/28,52,,29
998245498,2015,2017/3/30,7,,22
818420099,2016,2017/8/4,7,1,22
1069208720,2017,2018/8/7,5,8,22
841320398,2016,2017/6/20,133,70,22
1203814212,2017,2018/1/27,10,4,22
577950839,2017,2018/4/21,8,2,15
577950839,2016,2017/2/25,6,9,24
250233397,2017,2018/6/15,13,8,22
184187041,2016,2017/8/13,7,6,22
662817957,2017,2018/10/28,1,6,24
455219537,2017,2018/3/14,7,5,22
493861389,2017,2018/8/5,1,1,22
656034108,2016,2017/2/28,6,6,22
356473741,2016,2017/11/16,12,8,22
1045303394,2015,2017/12/31,5,,22
560175019,2016,2017/5/23,12,8,22
282433420,2017,2018/7/3,6,,22
289183373,2017,2018/2/11,8,7,22
350625786,2016,2017/7/20,8,8,22
997220509,2017,2018/12/11,7,6,22
614565167,2017,2018/9/21,5,2,22
43718751,2016,2017/1/20,8,8,26
84638565,2017,2018/12/9,16,14,22
486445677,2017,2018/7/17,2,7,22
75883675,2015,2016/12/19,10,,22
28802384,2015,2016/3/11,1,,22
602066886,2017,2018/9/27,7,5,22
22571132,2017,2018/2/21,3,1,22
22571132,2013,2014/4/22,2,,22
653322980,2017,2018/4/26,5,5,22
59928300,2017,2018/1/29,7,9,28
1044165233,2017,2018/10/8,11,7,22
848605502,2015,2017/1/18,,,29
487492504,2016,2017/6/2,11,10,22
487492504,2017,2018/5/25,2,2,22
857680793,2017,2018/10/1,12,10,22
24780676,2016,2017/1/20,2,,22
789208443,2016,2017/12/15,14,,29
188967987,2016,2017/5/19,10,8,22
881548882,2016,2017/9/5,20,5,22
203968859,2017,2018/9/22,3,3,22
549512168,2017,2018/2/14,8,3,22
201840357,2017,2018/9/1,10,7,22
503532482,2013,2015/10/8,17,,22
503532482,2017,2018/9/30,10,10,22
1062953165,2017,2018/10/15,13,,22
329833162,2017,2018/3/13,17,,29
818330518,2016,2017/10/8,7,,29
1206399189,2017,2018/5/26,10,6,22
553289910,2015,2016/3/14,,,29
28700306,2013,2015/5/3,,,29
224437289,2017,2018/10/24,18,6,22
597215098,2016,2017/11/22,2,4,26
1159946784,2017,2018/6/15,10,8,22
1086832694,2017,2018/12/8,9,9,22
1140179848,2017,2018/12/7,9,8,26
295527224,2017,2018/12/28,,,22
831428349,2017,2018/9/13,13,4,22
877477798,2017,2018/10/20,7,9,22
46151953,2017,2018/3/27,6,9,22
577421002,2017,2018/2/12,7,7,22
147581796,2017,2018/10/27,14,10,22
521453127,2017,2018/3/13,11,5,22
209666410,2015,2016/4/24,,,29
743695385,2014,,,,29
646340285,2014,,13,,22
1176000956,2016,,,,22
207715512,2016,,,,29
251502755,2016,2017/10/14,6,,29
136558843,2016,,,,22
288875285,2016,,,,22
96977515,2014,,,,29
1091278471,2015,,,,29
888061980,2016,,,,22
218841277,2016,,,,22
701118505,2015,,6,,22
153977630,2016,,2,,22
1095705242,2015,,,,23
177706906,2016,2017/5/6,5,4,22
932668484,2017,2018/11/5,7,3,22
319086535,2016,2017/7/21,3,3,22
734603925,2016,2017/10/31,4,7,22
1071725973,2017,,,,22
1118676576,2015,,,,29
722655288,2016,,10,,22
356830620,2017,2018/7/15,16,12,22
393420639,2015,,,,22
1103381460,2017,2018/9/30,4,,22
12801470,2016,2017/7/13,21,5,22
835695698,2016,,,,29
861143784,2017,,,,22
108173324,2017,2018/7/11,10,9,28
732926049,2016,,,,22
950736612,2017,2018/10/22,13,11,22
981932977,2014,,5,,29
806747336,2016,,,,29
1024281624,2017,,,,22
1008268955,2017,2018/1/23,4,4,22
71432588,2016,2017/4/3,21,,29
928013616,2017,,10,,22
797886087,2013,,,,22
85326642,2017,,,,22
1182854748,2017,,,,22
180574157,2017,,,,22
302585585,2016,2017/12/23,13,12,22
863915997,2016,2017/11/1,3,7,22
735966736,2017,2018/11/13,14,7,22
611366863,2016,2017/10/28,8,,22
76191553,2016,,,,22
940172106,2017,2018/4/25,10,1,22
122795269,2016,2017/8/20,6,8,22
160269670,2016,2017/12/23,3,7,22
960968880,2017,2018/10/11,3,,22
900717832,2017,2018/2/28,9,9,26
581505888,2017,2018/2/20,1,6,22
1090999422,2017,,,,28
941583063,2016,,7,,23
502502487,2017,2018/3/25,9,0,22
869798212,2017,2018/12/17,8,9,22
284737249,2017,,,,22
517302402,2017,,,,22
378464684,2016,,,,22
1109533655,2017,2018/11/20,9,,22
1187751994,2017,2018/8/31,9,,22
615666529,2017,2018/4/16,2,5,28
934798818,2017,2018/2/21,9,10,22
1033643630,2017,2018/10/31,14,14,22
318335931,2018,,29,,2
258536359,2018,,,,2
852619529,2018,,,,2
1220202164,2018,,,,2
321870610,2018,2019/9/18,11,2,2
183103181,2018,2019/12/26,18,7,2
216706380,2018,2019/7/20,13,2,2
393283440,2018,2019/6/23,40,29,2
1112345528,2018,2019/8/19,11,8,2
282433420,2018,2019/9/23,10,,2
870728949,2018,2019/8/22,3,2,2
1087120655,2018,2019/9/26,8,14,2
353203874,2018,2019/2/28,5,9,2
346188913,2018,2019/10/9,5,8,2
193749072,2018,2019/1/21,5,3,2
823848547,2018,2019/3/13,9,,2
393529853,2018,2019/8/28,2,10,2
575596428,2018,2019/10/27,19,11,2
752687708,2018,2019/5/28,16,7,2
101646309,2018,2019/11/15,15,14,2
90553906,2018,2019/1/28,5,6,2
584464873,2018,2019/12/21,187,60,2
589139545,2018,2019/9/22,216,156,2
577373430,2018,2019/6/23,7,3,2
70458535,2018,2019/3/23,16,6,2
126156145,2018,2019/8/11,5,5,2
1232596050,2018,2019/1/14,69,26,2
110212156,2018,2019/2/9,6,7,2
201840357,2018,2019/10/27,11,10,2
772653206,2018,2019/4/27,19,15,2
1226073284,2018,2019/8/17,26,3,2
946352462,2018,2019/11/26,17,15,2
160269670,2018,2019/3/18,10,4,2
596629438,2018,2019/10/23,11,6,2
819337154,2018,2019/1/1,12,3,2
1156949749,2018,2019/1/29,9,4,2
464903886,2018,2019/7/1,7,0,2
1006172991,2018,2019/12/24,7,3,2
154349861,2018,2019/12/22,40,11,2
198967717,2018,2019/5/25,9,3,2
71907499,2018,2019/11/18,12,11,2
280032360,2018,2019/7/18,4,7,2
1061104950,2018,2019/12/3,10,,2
353169975,2018,2019/7/21,8,5,2
484914922,2018,2019/8/17,9,3,2
1151471184,2018,2019/7/1,2,0,2
658221407,2018,2019/9/27,4,4,2
1040087708,2018,2019/5/28,6,6,2
868753724,2018,2019/12/4,8,4,2
69439730,2018,2019/8/18,6,5,2
713899669,2018,2019/11/17,3,4,2
1024281624,2018,2019/7/2,1,2,2
1102521656,2018,2019/6/25,7,4,2
1124720211,2018,2019/8/25,11,1,2
1202391793,2018,2019/5/19,22,0,2
1044165233,2018,2019/6/15,6,7,2
223625370,2018,2019/11/16,1,7,2
1093990108,2018,2019/10/22,3,9,2
447856892,2018,2019/12/25,9,7,2
26506421,2018,2019/1/14,12,10,2
480139445,2018,2019/7/11,8,1,2
53996291,2018,2019/4/12,7,3,2
1215288114,2018,2019/6/22,10,8,2
686925059,2018,2019/6/22,6,4,2
8139354,2018,2019/11/17,8,3,2
292313361,2018,2019/5/20,10,1,24
944022186,2018,2019/12/15,9,3,2
472649675,2018,2019/12/25,10,7,2
686780696,2018,2019/7/12,2,10,2
1130054086,2018,2019/1/30,2,0,2
548037371,2018,2019/1/11,8,2,2
118285712,2018,2019/2/27,3,2,11
947064988,2018,2019/12/19,85,16,2
162279483,2018,2019/12/27,11,5,2
565925879,2018,2019/2/17,9,7,2
832770260,2018,2019/12/8,28,11,2
755129119,2018,2019/2/23,7,8,22
578250987,2018,2019/2/23,5,6,22
250233397,2018,2019/10/13,1,3,2
1013242604,2018,2019/11/19,8,8,2
1013242604,2017,2018/11/26,5,3,2
841320398,2018,2019/10/10,133,68,2
1057292359,2018,2019/5/27,1,0,24
972839167,2018,2019/8/13,11,8,2
46118161,2018,2019/8/27,4,3,2
785416044,2018,2019/8/2,4,6,2
889774799,2018,2019/3/10,5,1,2
16005034,2018,2019/8/22,3,6,2
1018925491,2018,2019/4/18,8,6,2
926622603,2018,2019/12/28,20,14,2
532146742,2018,2019/5/28,21,,2
1206399189,2018,2019/5/19,5,10,2
33944140,2018,2019/7/27,8,11,2
761070734,2018,2019/1/20,3,7,2
343538592,2018,2019/2/13,86,,2
367414382,2018,2019/1/24,11,1,2
462837049,2018,2019/4/24,5,5,2
1223652130,2018,2019/2/20,27,12,2
983452644,2018,2019/5/28,5,,2
167371979,2018,2019/11/25,24,5,2
599717344,2017,2018/1/12,1,0,2
599717344,2018,2019/5/24,6,7,2
525969160,2018,2019/2/12,4,2,2
6911655,2018,2019/7/5,9,10,2
804872949,2018,2019/5/25,12,0,2
226913252,2018,2019/12/13,20,,2
998467460,2018,2019/5/16,3,8,2
90746991,2018,2019/11/29,3,1,2
560175019,2018,2019/9/20,9,3,2
128440111,2018,2019/10/8,9,5,2
331904252,2018,2019/10/13,59,15,2
879940872,2018,2019/3/11,10,4,2
609404760,2018,2019/6/9,13,5,2
1050673994,2018,2019/5/22,2,3,2
1033329062,2018,2019/3/21,4,1,2
1166245661,2018,2019/4/7,15,10,2
660206043,2018,2019/11/26,5,3,2
6979543,2018,2019/10/15,49,9,2
470676106,2018,2019/7/15,12,7,2
1063822992,2018,2019/8/15,5,1,2
239671583,2018,2019/8/18,7,7,2
708375866,2018,2019/3/13,5,5,2
977997718,2018,2019/5/19,4,9,2
1224300556,2018,2019/8/30,25,18,2
348873720,2018,2019/2/14,4,0,13
2016472,2018,2019/1/28,6,9,2
632476156,2018,2019/6/14,9,8,2
94772802,2018,2019/4/21,14,10,2
545054487,2018,2019/7/10,28,20,2
947835992,2018,2019/3/19,8,6,2
971775807,2018,2019/2/16,4,10,2
1151472814,2018,2019/4/22,86,,2
663512580,2018,2019/3/18,7,8,24
705577463,2018,2019/2/18,11,,29
806645735,2018,2019/10/25,6,0,2
225049248,2018,2019/5/7,5,4,24
716195332,2018,2019/1/1,10,6,2
1192503620,2018,2019/6/17,8,2,2
153977630,2017,2019/12/25,0,,24
177706906,2018,2019/11/27,8,10,2
267425405,2018,2019/1/25,8,6,2
994932759,2018,2019/3/21,23,8,2
1210334306,2018,2019/11/23,3,7,2
564800278,2018,2019/12/19,9,8,2
960968880,2018,2019/1/14,8,5,2
1232844192,2018,2019/1/15,13,7,2
93629253,2018,2019/12/11,9,10,2
1162605897,2018,2019/5/8,10,10,28
633805257,2018,2019/11/11,10,7,2
353015776,2018,2019/9/26,10,6,2
170783288,2018,2019/1/19,15,9,2
44485709,2018,2019/6/2,7,10,2
823369459,2018,2019/9/5,3,1,2
945369593,2018,2019/7/28,8,6,2
556398484,2018,2019/2/25,12,11,2
940424750,2018,2019/2/18,3,7,2
648278448,2018,2019/2/26,6,3,2
272270266,2018,2019/4/4,3,2,2
693267795,2018,2019/2/19,6,8,2
56855988,2018,2019/7/27,35,16,2
758426890,2018,2019/9/9,10,12,2
912064247,2018,2019/1/21,1,6,2
612459135,2018,2019/5/20,45,,2
20558990,2018,2019/2/8,10,9,2
16423118,2018,2019/2/22,5,4,2
644612535,2018,2019/3/18,2,6,2
292780744,2018,2019/3/20,11,3,2
314966307,2018,2019/5/21,4,2,2
585860142,2018,2019/6/11,19,11,2
153977630,2018,2019/11/25,9,,24
719474081,2018,2019/2/11,9,8,2
1228670868,2018,2019/1/4,6,11,2
833455018,2018,2019/5/25,5,4,2
629814518,2018,2019/11/10,162,36,2
987968279,2018,2019/11/14,7,10,2
336729221,2018,2019/10/26,16,9,2
443581905,2018,2019/3/16,1,0,2
380978478,2018,2019/3/15,6,3,2
207431290,2018,2019/2/2,4,4,2
443748034,2018,2019/3/25,5,9,2
1062953165,2018,2019/8/23,12,9,2
243132196,2018,2019/6/25,11,2,2
614565167,2018,2019/9/16,18,5,2
159274642,2018,2019/4/25,10,1,2
274801611,2018,2019/3/24,7,5,2
670526093,2018,2019/7/26,18,4,2
670526093,2017,2018/11/30,5,6,2
640110889,2018,2019/7/27,5,7,2
557410348,2018,2019/9/28,8,6,2
577714254,2018,2019/10/27,10,,29
931065998,2018,2019/2/28,2,6,2
797678026,2018,2019/8/17,9,9,2
611366863,2018,2019/3/27,10,5,2
892458114,2018,2019/7/10,5,7,2
215595859,2018,2019/4/26,11,5,2
1076040927,2018,2019/9/8,2,1,2
744831564,2018,2019/6/12,5,1,2
94960063,2018,2019/7/21,20,15,2
690795951,2018,2019/5/22,5,4,2
948976350,2018,2019/10/25,15,11,2
1200981047,2018,2019/4/22,12,,2
410186799,2018,2019/1/30,2,5,2
744842689,2018,2019/3/20,8,8,2
882027520,2018,2019/8/10,11,1,2
100322040,2018,2019/4/12,6,8,2
677679360,2018,2019/6/28,7,10,2
302585585,2018,2019/2/6,8,6,2
563308160,2018,2019/3/17,13,11,2
954546014,2018,2019/4/30,5,0,2
325937928,2018,2019/2/20,4,8,2
916150147,2018,2019/6/21,8,9,2
1199614346,2018,2019/9/22,21,10,2
1199614346,2017,2018/1/26,19,15,2
204002391,2018,2019/2/1,25,11,2
1059796555,2018,2019/1/11,19,7,2
348883064,2018,2019/5/21,7,1,2
1053403682,2018,2019/4/29,405,162,2
149811253,2018,2019/1/19,9,2,2
720514330,2018,2019/8/28,3,,2
394225462,2018,2019/8/26,6,6,2
718850017,2018,2019/3/7,2,9,2
1114814959,2018,2019/3/18,3,3,2
515288488,2018,2019/5/28,30,10,2
75194590,2018,2019/3/22,5,2,2
488288480,2018,2019/5/26,203,20,2
500724522,2018,2019/7/18,24,5,2
414725983,2018,2019/2/28,3,3,2
1229437441,2018,2019/2/19,4,4,2
572174664,2018,2019/11/25,5,9,2
857313837,2018,2019/9/26,2,6,2
730711542,2018,2019/11/25,7,3,13
863479938,2018,2019/1/6,1,10,2
327788826,2018,2019/9/11,4,7,2
608126109,2018,2019/11/11,1,2,2
962420721,2018,2019/2/5,4,5,2
7981585,2018,2019/10/18,7,3,2
513284082,2018,2019/4/27,9,4,2
476794774,2018,2019/2/12,5,5,2
676086709,2018,2019/5/26,2,9,2
581505888,2018,2019/11/15,5,1,2
819821216,2018,2019/5/22,4,9,2
923633909,2018,2019/4/20,9,0,2
1131108067,2018,2019/5/23,1,5,2
11865720,2018,2019/12/22,5,8,2
1069208720,2018,2019/11/8,3,5,2
648842203,2018,2019/2/19,9,4,2
461282927,2018,2019/2/25,7,2,2
1155882108,2018,2019/10/19,5,2,2
216388090,2018,2019/5/2,2,3,2
569905447,2018,2019/11/14,3,3,2
227443606,2018,2019/7/24,3,3,2
922104820,2018,2019/1/27,3,1,2
748471082,2018,2019/3/14,7,,2
536148929,2018,2019/3/22,11,3,2
76279900,2018,2019/9/2,18,16,2
1090550024,2018,2019/8/25,9,2,29
26538912,2018,2019/5/20,14,7,22
401087436,2018,2019/11/9,13,7,22
159312641,2018,2019/10/26,8,3,26
1148653783,2018,2019/8/2,22,11,22
303518421,2018,2019/11/25,8,9,22
385679217,2018,2019/3/15,2,10,24
827967117,2018,2019/2/11,35,21,22
884762111,2018,2019/9/24,1680,850,22
956601166,2018,2019/3/21,11,9,22
543609444,2018,2019/8/12,220,199,22
1079769086,2018,2019/2/21,480,205,22
819325590,2017,2018/2/6,3,2,22
423696640,2018,2019/9/28,1,1,27
355267685,2018,2019/6/22,4,6,22
355267685,2017,2018/2/18,8,4,22
1071725973,2018,2019/6/18,4,1,22
168631139,2018,2019/10/15,1,0,24
168631139,2017,2018/12/7,1,3,24
668225294,2018,2019/4/27,9,9,22
85326642,2018,2019/5/23,7,10,22
100082034,2018,2019/11/17,12,,22
378464684,2018,2019/7/1,4,2,22
218841277,2018,2019/2/7,23,20,22
218841277,2017,2018/4/18,25,20,22
440554640,2018,2019/11/12,9,7,22
939927227,2017,2018/5/21,10,9,22
939927227,2018,2019/4/25,6,7,22
121756483,2017,2018/2/14,7,7,22
47415258,2017,2018/5/15,4,10,22
47415258,2018,2019/7/1,9,4,22
552098663,2018,2019/6/21,8,0,22
152369116,2017,2018/1/6,13,9,22
1176000956,2018,2019/9/6,3,1,22
1176000956,2017,2018/2/8,8,4,22
576368548,2017,2018/7/21,5,1,24
127930891,2017,2018/10/27,12,8,26
607227148,2017,2018/3/17,29,7,26
240346085,2018,2019/11/30,5,3,26
240346085,2017,2018/12/8,4,9,26
741527717,2018,2019/6/25,10,9,26
1126525175,2017,2018/10/9,11,7,22
953131960,2017,2018/6/3,7,2,15
953131960,2018,2019/6/10,17,8,22
363849295,2018,2019/5/11,11,10,22
1125177067,2018,2019/8/24,6,3,22
1095718591,2018,2019/1/10,10,5,22
218533905,2018,2019/1/10,3,1,22
14079560,2017,2018/1/16,5,3,22
338709811,2017,2018/12/22,7,,22
338709811,2018,2019/4/13,2,,22
866947313,2017,2018/12/10,10,7,22
866947313,2018,2019/7/15,6,1,22
1036314541,2018,2019/12/6,67,27,22
357574709,2018,2019/6/9,6,4,22
152369116,2018,2019/7/25,9,5,22
552098663,2017,2018/11/13,9,8,22
576368548,2018,2019/9/21,17,9,22
741527717,2017,2018/12/17,7,6,26
911813352,2018,2019/7/20,4,6,22
440554640,2017,2018/10/2,2,4,22
429257082,2018,2019/1/25,10,3,22
790802309,2017,2018/12/5,5,2,22
200706883,2018,2019/12/29,9,1,22
200706883,2017,2018/8/29,7,9,22
593534362,2017,2018/7/31,9,7,22
593534362,2018,2019/7/6,3,1,22
928013616,2018,2019/5/14,7,,22
144251786,2017,2018/3/15,0,7,22
977048862,2018,2019/12/25,11,8,22
873383429,2018,2019/5/7,13,8,22
288875285,2018,2019/1/8,4,7,22
288875285,2017,2018/2/20,2,9,22
1117392881,2018,2019/6/15,3,,22
288611374,2018,2019/12/4,5,,22
707952568,2018,2019/8/29,11,,22
457081262,2018,2019/5/1,2,,22
144336515,2018,2019/9/5,10,,22
157503009,2017,2018/1/23,8,0,22
157503009,2018,2019/1/28,14,9,22
351848663,2018,2019/6/17,15,10,22
488998847,2018,2019/3/30,11,7,22
282222515,2018,2019/1/24,3,2,22
1111834098,2018,2019/2/25,10,7,22
591644361,2018,2019/11/28,4,9,22
977048862,2017,2018/4/22,2,7,22
1232555365,2018,2019/8/20,7,4,22
689503528,2017,2018/5/13,10,,29
134483094,2018,2019/2/24,6,,29
134483094,2017,2018/11/29,8,,29
27194775,2017,2019/8/5,13,,29
296608327,2017,2018/4/28,9,,29
296608327,2018,2019/9/22,,,29
1131660637,2018,2019/3/21,3,,22
179928231,2017,2018/10/15,10,,29
848138725,2018,2019/4/2,7,,29
252728569,2018,2019/3/12,12,,29
981932977,2018,2019/11/18,7,,29
1118676576,2018,2019/6/4,8,,29
689503528,2018,2019/8/22,1,,29
356780487,2018,2019/11/7,14,,29
27194775,2018,2019/11/5,11,,29
81848983,2018,2019/11/23,10,5,22
795083272,2018,2019/8/8,5,6,22
516040294,2018,2019/11/16,4,4,22
765717479,2018,2019/8/28,5,4,22
613077643,2018,2019/5/13,3,3,22
884393122,2018,2019/7/27,15,5,22
708549128,2018,2019/12/12,6,4,22
922279626,2018,2019/1/9,3,,22
187639377,2018,2019/2/25,6,7,22
587999395,2018,2019/4/14,7,3,22
141783243,2018,2019/11/28,3,1,22
635146036,2018,2019/1/27,2,0,22
156696567,2018,2019/6/12,1,8,22
298861145,2018,2019/3/10,10,0,22
510395724,2018,2019/7/8,1,2,22
835695698,2018,2019/5/26,9,,24
434641104,2018,2019/11/23,6,,22
1121746630,2018,2019/6/28,8,2,22
870900188,2018,2019/11/8,4,6,24
1036153470,2018,2019/1/5,14,10,22
292547515,2018,2019/11/18,7,6,22
229331477,2018,2019/1/16,4,2,22
597215098,2018,2019/6/20,4,3,16
355635688,2018,2019/10/3,11,4,22
1050177369,2018,2019/3/14,13,5,22
1172911333,2018,2019/7/12,32,21,22
401924744,2018,2019/2/6,10,5,22
272325856,2018,2019/3/26,7,2,22
862648607,2018,2019/6/28,6,4,22
1087006763,2018,2019/11/14,10,3,22
