entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
1047923746,2131,,,9,1058,,2,7.0,2016.0
1047923746,2131,,,9,1058,,2,7.0,2015.0
1047923746,2131,,,9,1058,0.25,2,7.0,2017.0
527652263,2116,0.0,2.0,9,415,0.25,1,,
527652263,2116,,,9,1271,,2,2.0,2015.0
1073761799,2118,,,9,1017,,2,2.0,2016.0
1073761799,2118,,,9,1017,0.25,2,3.0,2017.0
604825915,2114,0.0,2.0,20,306,0.25,0,1.0,
604825915,2114,,,20,1018,,2,2.0,2016.0
604825915,2114,,,20,1018,,2,2.0,2015.0
604825915,2114,,,9,1031,0.25,2,1.0,2017.0
1132783938,2131,0.0,2.0,9,439,0.25,0,2.0,
1132783938,2131,,,20,1309,,2,1.0,2016.0
1132783938,2131,,,9,1309,,2,5.0,2015.0
1132783938,2131,,,20,1309,0.25,2,1.0,2017.0
946190943,2131,0.0,2.0,9,439,0.25,0,3.0,
946190943,2131,,,9,1309,,2,19.0,2016.0
946190943,2131,,,9,1309,,2,5.0,2015.0
946190943,2131,,,9,1276,0.25,2,9.0,2017.0
449639262,2127,0.0,2.0,9,258,0.25,0,4.0,
449639262,2127,,,9,999,,2,5.0,2016.0
449639262,2127,,,9,999,,2,2.0,2015.0
449639262,2127,,,9,999,0.25,2,3.0,2017.0
700521363,2131,0.0,2.0,9,306,0.25,0,3.0,
700521363,2131,,,9,1018,,2,3.0,2016.0
700521363,2131,,,9,1018,,2,3.0,2015.0
655472086,2119,0.0,2.0,9,258,0.25,1,,
655472086,2119,,,9,1017,,2,2.0,2016.0
655472086,2119,,,9,1017,,2,6.0,2015.0
908820235,2129,,,9,612,,2,2.0,2016.0
908820235,2129,,,9,612,,2,10.0,2015.0
908820235,2129,,,9,612,0.25,2,12.0,2017.0
333048811,2117,,,9,999,,2,4.0,2016.0
1227058923,2118,0.0,2.0,20,415,0.25,1,,
1227058923,2118,,,9,1250,,2,2.0,2016.0
1227058923,2118,,,9,1250,,2,4.0,2015.0
1227058923,2118,,,9,1250,0.25,2,2.0,2017.0
346431684,2131,0.0,2.0,9,415,0.25,0,1.0,
346431684,2131,,,20,1271,,2,17.0,2016.0
346431684,2131,,,20,1271,,2,3.0,2015.0
186493726,2117,0.0,2.0,20,415,0.25,1,,
186493726,2117,,,20,1265,,2,3.0,2016.0
186493726,2117,,,20,1265,,2,3.0,2015.0
186493726,2117,,,20,1265,0.25,2,2.0,2017.0
993373463,2123,,,20,1237,,2,1.0,2016.0
993373463,2123,,,20,1237,,2,2.0,2015.0
993373463,2123,,,20,1237,0.25,2,1.0,2017.0
320645473,2114,,,9,1252,,2,5.0,2016.0
320645473,2114,,,9,1252,,2,10.0,2015.0
320645473,2114,,,20,1252,0.25,2,3.0,2017.0
75057359,2115,,,9,1115,,2,2.0,2016.0
75057359,2115,,,9,1115,,2,2.0,2015.0
75057359,2115,,,9,1115,0.25,2,1.0,2017.0
152782330,2117,0.0,2.0,39,340,0.25,0,1.0,
152782330,2117,0.0,2.0,9,340,0.25,0,,
152782330,2117,,,9,1064,,2,1.0,2016.0
152782330,2117,,,9,1064,,2,15.0,2015.0
152782330,2117,,,20,1064,0.25,2,1.0,2017.0
297320039,2115,0.0,2.0,9,258,0.25,1,,
297320039,2115,,,9,1011,,2,4.0,2015.0
297320039,2115,,,9,1010,0.25,2,3.0,2017.0
76279900,2120,,,9,1068,,2,5.0,2016.0
76279900,2120,,,9,1068,,2,5.0,2015.0
76279900,2120,,,9,1068,0.25,2,13.0,2017.0
126630946,2126,0.0,2.0,20,306,0.25,0,10.0,
126630946,2126,,,20,1048,,2,4.0,2016.0
126630946,2126,,,20,1048,,2,7.0,2015.0
1135161904,2114,,,28,1253,,2,23.0,2016.0
1135161904,2114,,,28,1253,,2,23.0,2015.0
784030441,2131,,,9,1249,0.25,2,2.0,2017.0
744831564,2116,,,20,1324,,2,5.0,2016.0
744831564,2116,,,20,1324,,2,3.0,2015.0
744831564,2116,,,20,1324,0.25,2,7.0,2017.0
257908935,2114,,,9,1254,,2,3.0,2016.0
366853992,2122,,,20,1205,,2,2.0,2016.0
366853992,2122,,,20,1205,,2,2.0,2015.0
366853992,2122,,,9,1205,0.25,2,1.0,2017.0
190325109,2117,0.0,2.0,20,258,0.25,0,11.0,
190325109,2117,,,20,1010,,2,14.0,2016.0
190325109,2117,,,20,1010,,2,2.0,2015.0
190325109,2117,,,20,1010,0.25,2,13.0,2017.0
514960272,2131,,,9,1012,,2,2.0,2016.0
514960272,2131,,,9,1012,0.25,2,2.0,2017.0
1146590273,2117,,,9,1045,,2,2.0,2016.0
1146590273,2117,,,20,1398,0.25,2,2.0,2017.0
125729932,2118,,,20,976,,2,2.0,2016.0
125729932,2118,,,20,976,,2,3.0,2015.0
125729932,2118,,,20,976,0.25,2,2.0,2017.0
863915997,2130,,,9,1068,,2,3.0,2016.0
863915997,2130,,,9,1068,0.25,2,1.0,2017.0
908101470,2119,0.0,2.0,39,256,0.25,0,24.0,
908101470,2119,,,9,922,,2,3.0,2016.0
908101470,2119,,,9,922,,2,3.0,2015.0
908101470,2119,,,9,1217,0.25,2,56.0,2017.0
830693563,2115,,,20,999,,2,2.0,2016.0
830693563,2115,,,20,999,,2,2.0,2015.0
830693563,2115,,,20,999,0.25,2,1.0,2017.0
954089035,2124,,,9,999,,2,3.0,2016.0
832373586,2118,0.0,1.0,3,168,0.25,0,2.0,
832373586,2118,,,3,1012,,2,3.0,2016.0
832373586,2118,,,3,1012,,2,3.0,2015.0
832373586,2118,,,3,1012,0.25,2,2.0,2017.0
432180476,2115,,,20,1320,,2,1.0,2016.0
432180476,2115,,,20,1320,0.25,2,6.0,2017.0
461263442,2117,0.0,2.0,39,478,0.25,0,8.0,
461263442,2117,,,9,1381,,2,8.0,2016.0
461263442,2117,,,9,1381,,2,8.0,2015.0
461263442,2117,,,9,1381,0.25,2,12.0,2017.0
472345411,2116,,,20,999,,2,2.0,2016.0
472345411,2116,,,20,999,,2,2.0,2015.0
192768531,2131,0.0,2.0,9,258,0.25,0,49.0,
192768531,2131,,,9,979,,2,30.0,2016.0
192768531,2131,,,9,979,,2,5.0,2015.0
192768531,2131,,,9,979,0.25,2,30.0,2017.0
641401525,2118,,,9,999,,2,3.0,2016.0
641401525,2118,,,9,999,,2,3.0,2015.0
641401525,2118,,,9,999,0.25,2,2.0,2017.0
321224423,2117,0.0,2.0,39,249,0.25,0,3.0,
321224423,2117,,,9,912,,2,2.0,2016.0
321224423,2117,,,9,912,,2,2.0,2015.0
321224423,2117,,,20,957,0.25,2,2.0,2017.0
1000225159,2116,,,9,1031,,2,3.0,2016.0
1000225159,2116,,,9,1031,,2,2.0,2015.0
1000225159,2116,,,9,1031,0.25,2,2.0,2017.0
921002312,2131,0.0,1.0,9,210,0.25,1,,
921002312,2131,,,9,1010,,2,10.0,2016.0
921002312,2131,,,9,837,,2,10.0,2015.0
921002312,2131,,,9,1010,0.25,2,8.0,2017.0
1166850734,2123,,,9,1413,,2,2.0,2016.0
1166850734,2123,,,9,1413,,2,2.0,2015.0
1166850734,2124,,,9,1413,0.25,2,2.0,2017.0
901471552,2116,0.0,2.0,9,444,0.25,1,,
901471552,2116,,,9,1324,,2,2.0,2016.0
901471552,2116,,,9,1324,,2,2.0,2015.0
901471552,2116,,,9,1324,0.25,2,2.0,2017.0
1183090695,2117,0.0,2.0,39,425,0.25,0,3.0,
1183090695,2117,,,9,1253,,2,3.0,2016.0
1183090695,2117,,,9,1253,,2,6.0,2015.0
1183090695,2117,,,9,1253,0.25,2,2.0,2017.0
402399180,2117,0.0,2.0,20,239,0.25,0,19.0,
402399180,2117,,,20,897,,2,8.0,2016.0
402399180,2117,,,20,897,,2,7.0,2015.0
96935910,2115,0.0,2.0,9,258,0.25,0,62.0,
96935910,2115,,,20,975,,2,3.0,2016.0
96935910,2115,,,20,975,,2,3.0,2015.0
96935910,2115,,,20,975,0.25,2,108.0,2017.0
157509718,2204,0.0,2.0,39,418,0.25,0,8.0,
157509718,2117,,,9,1245,,2,9.0,2016.0
157509718,2204,,,9,1245,,2,4.0,2015.0
157509718,2117,,,9,1245,0.25,2,5.0,2017.0
284072337,2116,0.0,2.0,9,258,0.25,0,5.0,
284072337,2116,,,9,998,,2,4.0,2016.0
284072337,2116,,,9,998,,2,2.0,2015.0
284072337,2116,,,9,998,0.25,2,2.0,2017.0
918681536,2131,,,9,1330,,2,10.0,2016.0
918681536,2131,,,9,1330,,2,10.0,2015.0
918681536,2131,,,9,1330,0.25,2,1.0,2017.0
413105596,2115,0.0,2.0,9,384,0.25,0,5.0,
413105596,2115,,,9,1158,,2,5.0,2016.0
413105596,2115,,,9,1158,,2,5.0,2015.0
230022806,2115,,,9,1012,,2,3.0,2016.0
230022806,2115,,,9,1012,0.25,2,3.0,2017.0
75194590,2132,,2.0,39,248,0.25,1,,
75194590,2137,,,9,911,,2,14.0,2016.0
75194590,2137,,,9,911,,2,4.0,2015.0
75194590,2137,,,9,911,0.25,2,3.0,2017.0
579457232,2131,,,9,1365,,2,3.0,2016.0
579457232,2131,,,9,1365,0.25,2,40.0,2017.0
75551704,2133,0.0,2.0,39,438,0.25,0,3.0,
75551704,2133,,,9,1275,,2,5.0,2016.0
75551704,2133,,,9,1275,,2,5.0,2015.0
700812520,2134,,,20,1029,,2,1.0,2016.0
700812520,2134,,,9,1037,,2,2.0,2015.0
700812520,2134,,,20,1029,0.25,2,2.0,2017.0
1162139672,2131,,,20,1253,,2,1.0,2016.0
1162139672,2131,,,20,1253,0.25,2,1.0,2017.0
512806267,2114,0.0,2.0,39,337,0.25,0,2.0,
512806267,2114,,,9,1060,,2,3.0,2016.0
512806267,2114,,,9,1058,,2,3.0,2015.0
512806267,2114,,,9,1060,0.25,2,3.0,2017.0
546452566,2136,0.0,2.0,9,258,0.25,0,7.0,
546452566,2136,,,9,1000,,2,6.0,2016.0
546452566,2136,,,9,1000,,2,3.0,2015.0
546452566,2136,,,20,1000,0.25,2,4.0,2017.0
945349070,2119,0.0,2.0,39,250,0.25,1,,
945349070,2119,,,9,888,,2,1.0,2016.0
945349070,2119,,,9,913,,2,6.0,2015.0
945349070,2119,,,9,888,0.25,2,3.0,2017.0
877887130,2117,0.0,2.0,20,258,0.25,0,15.0,
877887130,2117,,,20,1006,,2,3.0,2016.0
987582746,2118,0.0,2.0,9,444,0.25,0,4.0,
987582746,2118,,,9,922,,2,9.0,2016.0
987582746,2118,,,9,1324,,2,3.0,2015.0
987582746,2118,,,9,922,0.25,2,1.0,2017.0
270625734,2123,0.0,2.0,20,478,0.25,0,5.0,
270625734,2123,,,9,1381,,2,2.0,2016.0
948643344,2123,,,9,1048,,2,71.0,2016.0
948643344,2123,,,9,1048,,2,2.0,2015.0
138912471,2115,0.0,2.0,39,405,0.25,0,3.0,
138912471,2115,,,9,1203,,2,2.0,2016.0
138912471,2115,,,9,1203,,2,3.0,2015.0
138912471,2115,,,9,1203,0.25,2,1.0,2017.0
256332243,2204,0.0,2.0,20,258,0.25,0,90.0,
256332243,2118,,,20,991,,2,61.0,2016.0
256332243,2204,,,20,991,,2,3.0,2015.0
256332243,2118,,,20,991,0.25,2,91.0,2017.0
167185414,2141,0.0,2.0,9,0,0.25,0,1.0,
167185414,2142,,,9,520,,2,1.0,2016.0
167185414,2142,,,9,520,,2,7.0,2015.0
167185414,2142,,,9,520,0.25,2,1.0,2017.0
352915806,2144,,,9,922,,2,1.0,2016.0
352915806,2144,,,9,922,0.25,2,5.0,2017.0
1053475875,2133,0.0,2.0,9,251,0.25,0,3.0,
1053475875,2133,,,9,915,,2,16.0,2016.0
1053475875,2133,,,9,915,,2,16.0,2015.0
336872224,2134,,,1,891,0.25,2,5.0,2017.0
205085275,2135,0.0,1.0,20,155,0.25,0,40.0,
205085275,2135,,,20,730,,2,39.0,2016.0
205085275,2135,,,20,730,,2,39.0,2015.0
205085275,2135,,,20,730,0.25,2,38.0,2017.0
606216635,2139,0.0,2.0,6,256,0.25,0,8.0,
606216635,2139,,,6,922,,2,2.0,2016.0
606216635,2139,,,6,922,,2,10.0,2015.0
606216635,2139,,,9,1217,0.25,2,2.0,2017.0
872646134,2139,0.0,1.0,20,33,0.25,0,15.0,
872646134,2139,,,20,554,,2,15.0,2016.0
872646134,2139,,,20,555,,2,15.0,2015.0
706266564,2147,0.0,1.0,1,228,0.25,0,36.0,
706266564,2154,,,1,731,,2,135.0,2016.0
706266564,2154,,,1,731,,2,135.0,2015.0
706266564,2148,,,1,731,0.25,2,2.0,2017.0
275787219,2149,,2.0,2,241,0.25,1,,
275787219,2149,,,2,908,,2,397.0,2016.0
275787219,2149,,,2,908,,2,8.0,2015.0
275787219,2149,,,2,908,0.25,2,720.0,2017.0
959934344,2138,0.0,2.0,20,426,0.25,0,4.0,
959934344,2138,,,9,1254,,2,7.0,2016.0
959934344,2138,,,9,1254,,2,3.0,2015.0
959934344,2138,,,9,1254,0.25,2,8.0,2017.0
771330600,2140,0.0,2.0,9,306,0.25,0,2.0,
771330600,2140,,,9,1058,,2,3.0,2016.0
771330600,2140,,,9,1058,,2,3.0,2015.0
771330600,2140,,,9,1058,0.25,2,1.0,2017.0
453789571,2151,,,22,536,0.25,2,8.0,2017.0
739509333,2151,0.0,2.0,9,258,0.25,1,,
957877352,2142,0.0,2.0,8,415,0.25,0,8.0,
957877352,2142,,,8,1245,,2,3.0,2016.0
957877352,2142,,,8,1245,,2,5.0,2015.0
957877352,2142,,,8,1245,0.25,2,5.0,2017.0
955813934,2153,0.0,,9,247,0.25,1,,
955813934,2153,,,9,912,,2,15.0,2016.0
1223416010,2143,,,9,990,,2,12.0,2016.0
1223416010,2143,,,9,990,,2,12.0,2015.0
1223416010,2143,,,9,990,0.25,2,12.0,2017.0
115709829,2159,0.0,2.0,9,258,0.25,0,7.0,
115709829,2159,,,9,997,,2,15.0,2016.0
115709829,2159,,,9,997,,2,2.0,2015.0
115709829,2159,,,9,997,0.25,2,2.0,2017.0
200877260,2155,,,20,1063,0.25,2,10.0,2017.0
1134121154,2144,0.0,1.0,20,29,0.25,0,6.0,
1134121154,2144,,,20,548,,2,10.0,2016.0
1134121154,2144,,,20,548,,2,27.0,2015.0
1134121154,2144,,,9,548,0.25,2,8.0,2017.0
1206918550,2144,0.0,2.0,20,306,0.25,0,2.0,
1206918550,2144,,,20,1072,,2,3.0,2016.0
1206918550,2144,,,20,1072,,2,3.0,2015.0
1206918550,2144,,,20,1072,0.25,2,1.0,2017.0
1165961607,2155,0.0,2.0,20,306,0.25,1,,
1165961607,2155,,,20,1324,,2,5.0,2016.0
1165961607,2155,,,20,1055,,2,6.0,2015.0
1165961607,2155,,,20,1325,0.25,2,3.0,2017.0
676189079,2156,0.0,2.0,9,415,0.25,0,30.0,
676189079,2156,,,9,1252,,2,20.0,2016.0
676189079,2156,,,9,1252,,2,20.0,2015.0
676189079,2156,,,9,1252,0.25,2,10.0,2017.0
544187338,2156,0.0,2.0,22,0,0.25,0,3.0,
544187338,2156,,,22,508,,2,1.0,2016.0
544187338,2156,,,22,508,,2,3.0,2015.0
544187338,2156,,,22,508,0.25,2,3.0,2017.0
324014418,2148,,,9,911,0.25,2,1.0,2017.0
442700338,2147,,2.0,9,258,0.25,1,,
442700338,2147,,,9,999,,2,2.0,2016.0
442700338,2148,,,9,999,,2,2.0,2015.0
994929954,2116,0.0,2.0,9,384,0.25,1,,
994929954,2116,,,9,1326,,2,6.0,2016.0
994929954,2116,,,9,1159,,2,6.0,2015.0
994929954,2116,,,9,1326,0.25,2,13.0,2017.0
1026024278,2160,0.0,2.0,39,397,0.25,0,1.0,
1026024278,2160,,,9,1184,,2,10.0,2016.0
1026024278,2160,,,9,1184,,2,10.0,2015.0
1026024278,2160,,,9,1184,0.25,2,13.0,2017.0
1090795062,2182,0.0,2.0,20,306,0.25,0,6.0,
1090795062,2182,,,20,1064,,2,6.0,2016.0
1090795062,2182,,,20,1064,,2,2.0,2015.0
1090795062,2182,,,20,1064,0.25,2,1.0,2017.0
1106399144,2161,0.0,2.0,9,306,0.25,0,8.0,
1106399144,2161,,,9,1029,,2,3.0,2016.0
1106399144,2161,,,9,1029,0.25,2,3.0,2017.0
413231620,2183,0.0,1.0,20,75,0.25,0,6.0,
413231620,2183,,,20,620,,2,6.0,2016.0
413231620,2183,,,20,620,,2,10.0,2015.0
413231620,2183,,,9,946,0.25,2,3.0,2017.0
223289125,2178,,2.0,39,478,0.25,1,,
223289125,2178,,,9,1381,,2,4.0,2016.0
223289125,2178,,,9,1381,,2,10.0,2015.0
223289125,2178,,,9,1381,0.25,2,10.0,2017.0
180058780,2151,0.0,1.0,9,155,0.25,0,67.0,
180058780,2151,,,9,776,,2,50.0,2016.0
180058780,2151,,,9,776,,2,50.0,2015.0
180058780,2151,,,9,776,0.25,2,65.0,2017.0
1093711216,2195,0.0,2.0,20,306,0.25,0,,
1093711216,2195,,,9,1045,,2,1.0,2016.0
1093711216,2195,,,9,1045,0.25,2,2.0,2017.0
136738334,2150,0.0,2.0,20,258,0.25,0,9.0,
136738334,2150,,,20,1003,,2,8.0,2016.0
136738334,2152,,,20,997,,2,3.0,2015.0
735265621,2158,0.0,2.0,9,306,0.25,0,5.0,
735265621,2158,,,9,978,0.25,2,10.0,2017.0
580439677,2187,0.0,2.0,20,306,0.25,0,2.0,
580439677,2187,,,20,1058,,2,3.0,2016.0
580439677,2191,,,20,1058,,2,3.0,2015.0
580439677,2191,,,20,1058,0.25,2,2.0,2017.0
569230201,2187,,,9,1046,,2,5.0,2016.0
569230201,2187,,,9,1046,,2,3.0,2015.0
569230201,2187,,,9,1046,0.25,2,5.0,2017.0
614998237,2155,1.0,2.0,10,390,0.25,0,,
614998237,2155,,,11,1175,,2,246.0,2016.0
614998237,2155,,,16,1176,,2,246.0,2015.0
564566794,2155,,,20,1039,,2,5.0,2016.0
564566794,2155,,,20,1039,,2,5.0,2015.0
564566794,2155,,,20,1039,0.25,2,5.0,2017.0
631513129,2155,,,20,568,,2,3.0,2016.0
631513129,2155,,,20,568,,2,3.0,2015.0
631513129,2155,,,20,568,0.25,2,3.0,2017.0
822416489,2199,0.0,2.0,20,410,0.25,0,6.0,
822416489,2199,,,20,1237,,2,7.0,2016.0
822416489,2199,,,20,1237,,2,5.0,2015.0
822416489,2199,,,9,1237,0.25,2,5.0,2017.0
1071591628,2155,,,9,1018,,2,4.0,2016.0
1071591628,2155,,,9,1018,,2,5.0,2015.0
1071591628,2155,,,9,1018,0.25,2,10.0,2017.0
193996297,2160,0.0,2.0,9,306,0.25,0,5.0,
193996297,2160,,,9,851,,2,5.0,2016.0
193996297,2160,,,9,851,,2,8.0,2015.0
193996297,2160,,,9,851,0.25,2,1.0,2017.0
781896569,2157,0.0,2.0,20,258,0.25,0,9.0,
781896569,2157,,,20,972,,2,8.0,2016.0
781896569,2157,,,20,972,,2,7.0,2015.0
1135084272,2178,0.0,2.0,9,368,0.25,0,130.0,
1135084272,2178,,,9,1122,,2,120.0,2016.0
1135084272,2178,,,9,1122,,2,120.0,2015.0
1135084272,2178,,,9,1122,0.25,2,113.0,2017.0
172510260,2116,0.0,2.0,9,415,0.25,0,,
172510260,2116,,,9,1261,,2,2.0,2016.0
172510260,2116,,,9,1261,,2,2.0,2015.0
4339441,2185,0.0,1.0,8,236,0.25,0,7.0,
4339441,2185,,,8,891,,2,8.0,2016.0
4339441,2185,,,8,891,,2,8.0,2015.0
4339441,2185,,,8,891,0.25,2,1.0,2017.0
851018238,2178,0.0,1.0,9,37,0.25,1,,
851018238,2178,,,9,581,,2,150.0,2016.0
851018238,2178,,,9,581,,2,8.0,2015.0
851018238,2178,,,9,581,0.25,2,168.0,2017.0
344075148,2179,0.0,2.0,9,306,0.25,1,,
344075148,2179,,,9,1055,,2,10.0,2016.0
344075148,2179,,,9,1055,,2,10.0,2015.0
110212156,2195,0.0,2.0,39,467,0.25,0,4.0,
110212156,2195,0.0,2.0,9,478,0.25,0,5.0,
110212156,2195,,,9,1366,,2,5.0,2016.0
110212156,2195,,,9,1366,,2,5.0,2015.0
110212156,2195,,,9,1366,0.25,2,4.0,2017.0
452375518,2197,,2.0,39,478,0.25,1,,
452375518,2197,,,9,1254,,2,1.0,2016.0
452375518,2197,,,9,1254,0.25,2,3.0,2017.0
864959429,2158,,,9,915,,2,6.0,2016.0
864959429,2158,,,9,915,,2,6.0,2015.0
1188494948,2162,,,22,514,,2,25.0,2016.0
1188494948,2162,,,22,514,0.25,2,5.0,2017.0
616344807,2162,,,22,514,,2,14.0,2016.0
616344807,2162,,,22,514,,2,14.0,2015.0
616344807,2162,,,22,514,0.25,2,14.0,2017.0
136216434,2197,,,9,1056,,2,4.0,2016.0
136216434,2197,,,9,1056,0.25,2,3.0,2017.0
946664621,2123,0.0,2.0,9,478,0.25,0,,
946664621,2123,,,9,1250,,2,3.0,2016.0
946664621,2123,,,20,1250,0.25,2,2.0,2017.0
748939881,2191,,,9,1103,,2,4.0,2016.0
748939881,2191,,,9,1103,,2,4.0,2015.0
748939881,2191,,,9,1103,0.25,2,26.0,2017.0
182260859,2162,0.0,2.0,39,478,0.25,0,2.0,
182260859,2162,,,9,1275,0.25,2,2.0,2017.0
776955792,2125,0.0,1.0,9,84,0.25,0,20.0,
776955792,2125,,,9,633,,2,30.0,2016.0
776955792,2125,,,9,633,,2,30.0,2015.0
776955792,2125,,,9,633,0.25,2,30.0,2017.0
896054854,2190,,,20,504,,2,2.0,2016.0
896054854,2190,,,20,1275,,2,8.0,2015.0
896054854,2190,,,20,504,0.25,2,2.0,2017.0
305154716,2188,0.0,2.0,10,258,0.25,0,1.0,
305154716,2188,,,16,999,,2,10.0,2016.0
1196711425,2192,0.0,2.0,20,306,0.25,0,,
1039282234,2192,,,9,1205,0.25,2,3.0,2017.0
118452606,2123,,,9,1309,,2,2.0,2016.0
118452606,2123,,,9,1309,,2,3.0,2015.0
118452606,2123,,,9,1309,0.25,2,4.0,2017.0
483980974,2117,0.0,2.0,20,415,0.25,1,,
483980974,2117,,,20,1254,,2,4.0,2016.0
483980974,2117,,,20,1254,,2,2.0,2015.0
355494854,2197,,,9,1013,0.25,2,2.0,2017.0
1032103550,2198,,,9,1361,,2,2.0,2016.0
1032103550,2198,,,20,1361,0.25,2,5.0,2017.0
1120562140,2114,,,29,1252,,2,3.0,2016.0
233892111,2114,0.0,2.0,9,306,0.25,0,6.0,
233892111,2114,,,20,1043,,2,6.0,2016.0
233892111,2114,,,20,1043,,2,2.0,2015.0
233892111,2114,,,20,1043,0.25,2,3.0,2017.0
492033009,2193,,,20,1045,,2,2.0,2016.0
492033009,2194,,,20,1045,,2,3.0,2015.0
492033009,2194,,,20,1045,0.25,2,3.0,2017.0
897504054,2143,,,9,1045,,2,1.0,2016.0
897504054,2143,,,9,1045,,2,2.0,2015.0
897504054,2143,,,9,1045,0.25,2,1.0,2017.0
1111537772,2189,,2.0,9,306,0.25,1,,
1111537772,2189,,,9,1036,,2,8.0,2016.0
1111537772,2189,,,9,1036,,2,8.0,2015.0
1111537772,2189,,,9,894,0.25,2,5.0,2017.0
306499426,2116,0.0,2.0,9,258,0.25,0,3.0,
306499426,2116,,,9,1009,,2,4.0,2016.0
306499426,2116,,,9,1009,,2,3.0,2015.0
306499426,2116,,,9,1009,0.25,2,5.0,2017.0
548937643,2190,0.0,2.0,22,21,0.25,0,3.0,
548937643,2190,,,22,534,,2,6.0,2016.0
548937643,2190,,,22,534,,2,6.0,2015.0
548937643,2190,,,22,534,0.25,2,3.0,2017.0
807678296,2202,,,9,1245,,2,10.0,2016.0
37678036,2200,,,9,1255,0.25,2,5.0,2017.0
603859968,2165,,,9,514,,2,3.0,2016.0
521133883,2165,,,9,915,,2,5.0,2016.0
521133883,2165,,,9,915,,2,12.0,2015.0
873122057,2196,0.0,2.0,2,0,0.25,0,1.0,
873122057,2196,,,2,508,,2,8.0,2016.0
873122057,2196,,,2,508,,2,8.0,2015.0
873122057,2196,,,22,508,0.25,2,11.0,2017.0
558754165,2131,,,9,974,,2,2.0,2016.0
558754165,2131,,,9,974,,2,4.0,2015.0
558754165,2131,,,9,974,0.25,2,2.0,2017.0
121189460,2153,0.0,,9,133,0.25,0,,
1013484688,2166,,,9,1045,0.25,2,2.0,2017.0
277832256,2166,0.0,2.0,9,258,0.25,0,,
277832256,2166,,,9,1016,,2,3.0,2016.0
277832256,2166,,,9,1016,,2,3.0,2015.0
1217886527,2203,0.0,2.0,39,405,0.25,0,22.0,
1217886527,2203,,,9,1203,,2,22.0,2016.0
1217886527,2203,,,9,1203,,2,22.0,2015.0
1217886527,2203,,,9,1203,0.25,2,21.0,2017.0
997220509,2203,0.0,2.0,9,258,0.25,0,4.0,
997220509,2203,,,9,1010,,2,6.0,2016.0
997220509,2203,,,9,1010,,2,4.0,2015.0
997220509,2203,,,9,1010,0.25,2,6.0,2017.0
228847633,2128,,,9,998,,2,2.0,2016.0
228847633,2128,,,9,998,0.25,2,1.0,2017.0
1217712645,2117,,,9,908,,2,1.0,2016.0
1217712645,2117,,,9,908,0.25,2,4.0,2017.0
406019774,2117,0.0,2.0,9,258,0.25,0,8.0,
406019774,2117,,,9,995,,2,1.0,2016.0
406019774,2117,,,9,995,,2,5.0,2015.0
406019774,2117,,,9,995,0.25,2,1.0,2017.0
741869406,2164,,,9,584,,2,10.0,2016.0
741869406,2164,,,9,584,,2,10.0,2015.0
741869406,2164,,,9,584,0.25,2,10.0,2017.0
299039680,2117,,,9,1368,,2,4.0,2016.0
299039680,2117,,,9,1368,0.25,2,12.0,2017.0
24613232,2170,0.0,2.0,20,258,0.25,1,,
24613232,2170,,,20,1010,,2,2.0,2016.0
24613232,2170,,,20,1010,,2,10.0,2015.0
24613232,2170,,,20,1010,0.25,2,3.0,2017.0
471282603,2117,,,9,922,,2,3.0,2016.0
471282603,2117,,,9,922,0.25,2,1.0,2017.0
230631274,2170,,,9,922,,2,2.0,2016.0
230631274,2170,,,9,922,0.25,2,2.0,2017.0
1198389286,2172,,,9,912,,2,5.0,2016.0
1198389286,2172,,,9,912,0.25,2,1.0,2017.0
696839080,2173,0.0,1.0,9,133,0.25,1,,
696839080,2173,,,9,703,,2,10.0,2016.0
696839080,2173,,,9,703,,2,30.0,2015.0
696839080,2173,,,9,703,0.25,2,30.0,2017.0
58131030,2166,0.0,2.0,9,258,0.25,0,,
58131030,2166,,,9,1016,,2,3.0,2016.0
58131030,2166,,,9,1016,,2,3.0,2015.0
1138590205,2167,0.0,2.0,9,251,0.25,0,8.0,
1138590205,2167,,,9,915,,2,19.0,2016.0
1138590205,2167,,,9,915,,2,8.0,2015.0
1138590205,2167,,,9,915,0.25,2,19.0,2017.0
55841388,2184,1.0,2.0,9,394,0.25,0,,
55841388,2184,,,11,1181,,2,7.0,2016.0
55841388,2184,,,9,1181,,2,7.0,2015.0
1168793689,2176,,,9,1270,0.25,2,1.0,2017.0
768281675,2118,,,9,989,,2,1.0,2016.0
768281675,2118,,,9,989,,2,4.0,2015.0
886168975,2181,0.0,2.0,20,306,0.25,0,5.0,
1057292359,2169,0.0,1.0,9,226,0.25,0,5.0,
1057292359,2169,,,9,853,,2,1.0,2016.0
1057292359,2169,,,9,853,,2,60.0,2015.0
1057292359,2169,,,9,853,0.25,2,1.0,2017.0
803268941,2169,,,22,517,,2,1.0,2016.0
803268941,2169,,,22,517,0.25,2,3.0,2017.0
995414979,2167,0.0,2.0,9,415,0.25,1,,
995414979,2167,,,9,1252,,2,8.0,2016.0
995414979,2167,,,9,1252,,2,8.0,2015.0
995414979,2167,,,9,1252,0.25,2,6.0,2017.0
103686024,2175,,,9,999,0.25,2,1.0,2017.0
1047182914,2168,0.0,2.0,39,438,0.25,0,1.0,
